"","BLOCK","Fertilizer","Mowing","Ditch","treatment","QUADRAT..","DATA.TYPE","Year","Agalinus.purpurea","Aster.novi.belgii","Bidens.bipinnata","Chamaecrista.fasciculata","Clematis.dioscoreifolia","Desmodium.sp.","Drosera.sp.","Erechtites.graminifolia","Eupatorium.capillifolium","Eupatorium.pilosum","Eupatorium.recurvans","Eupatorium.rotundifolium","Eupatorium.semiserratum","Euthamia.caroliniana","Galium.sp.","Gelsemium.sempervirens","Gnaphalium.purpureum","Gratiola.pilosa","Hypericum.sp.","Lespedeza.capitata","Lespedeza.hirta","Lobelia.nuttallii","Ludwigia.alternifolia","Ludwigia.hirtella","Lycopodium","Melothria.pendula","Osmunda.cinnamomea","Osmunda.regalis","Packera.tomentosa","Polygala.cruciata","Polygala.lutea","Polygonum.sp.","Pteridium.aquilinum","Pycnanthemum.flexuosum","Rhexia.mariana","Rhexia.virginica","Rhus.radicans","Rubus.hispidus","Scutellaria.integrifolia","Smilax.glauca","Smilax.rotundifolia","Solanum.carolinense","Solidago.pinetorum","Solidago.puberula","Solidago.rugosa","Solidago.stricta","Sphagnum.sp","Viola.primulifolia","Acer.rubrum","Amelanchier.canadensis","Aronia.arbutus","Callicarpa.americana","Clethra.alnifolia","Crataegus.sp.","Cyrilla.racemiflora","Ilex.glabra","Ilex.opaca","Itea.virginica","Liquidambar.styraciflua","Magnolia.virginica","Nyssa.sylvatica","Pinus.taeda","Prunus.serotina","Rhus.copallinum","Rubus.argutus","Symplocos.tinctoria","Vaccinium.sp.","Viburnum.nudum","Amphicarpum.purshii","Andropogon.virginica","Aristida.virgata","Arundinaria.tecta","Calamagrostis.coarctata","Chasmanthium.laxum","Dichanthelium.lucidum","Dichanthelium.scabriusculum","Dichanthelium.scoparium","Juncus.biflorus","Juncus.canadensis","Juncus.dichotomus","Juncus.effusus","Carex.glaucescens","Rhynchospora.chalarocephala","Rhynchospora.inexpansa","Saccharum.giganteum","Scirpus.cyperinus","Scleria.minor","Xyris.sp"
"738",6,0,1,0,"M",81,"p cover",2011,0,0,0,0,0,0,0,0,0,0,0,0.0551693290734824,0,0.0631437699680511,0,0,0,0,0,0.0279744408945687,0,0,0,0,0,0,0,0,0.0311693290734824,0,0,0,0,0,0.00719488817891374,0,0,0,0,0.0559488817891374,0,0,0,0,0.135092651757188,0.28379552715655,0,0,0,0,0.0951182108626198,0,0.0319744408945687,0,0.0215846645367412,0,0,0,0.0279744408945687,0,0.139067092651757,0,0,0,0,0,0.0143897763578275,0,0.0399488817891374,0.22779552715655,0.0719488817891374,0.30379552715655,0,0.0959488817891374,0.263769968051118,0,0.00719488817891374,0,0,0,0,0,0,0,0,0,0,0
"739",7,0,1,1,"M",85,"p cover",2011,0,0,0,0,0,0,0,0,0,0,0,0.00886658180976626,0,0.135153899560287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0443329090488313,0,0,0,0,0.0881740337884749,0,0,0,0,0.035466327239065,0,0,0,0,0.00886658180976626,0,0,0.18090430455913,0,0,0,0,0,0.451718352233279,0,0,0,0,0.0174872714649387,0.00886658180976626,0,0,0,0,0,0,0.85650023142791,0,0,0.145929761629252,0,0.0177331636195325,0,0,0,0,0,0,0,0,0,0,0
"740",7,0,1,1,"M",86,"p cover",2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268736141906874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041019955654102,0,0,0,0,0.186917960088692,0,0,0,0,0.0379711751662971,0.0501108647450111,0,0.0197339246119734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167350332594235,0,0,0,0,0,0.206984478935698,0,0.766130820399113,0,0.00759423503325942,0.156374722838137,0,0.0758869179600887,0,0,0,0,0,0,0.0151884700665188,0,0,0,0
"741",7,0,1,1,"M",87,"p cover",2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297652285378145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0675867881788969,0.0706333737203463,0,0,0.0364624488577499,0,0.374519306748143,0,0,0,0,0.0332841665349699,0.0246448576796783,0,0.0062248678642294,0,0,0,0,0,0,0,0,0,0,0,0.0769899383659063,0,0,0,0.128571177720417,0,0,0,0,0,0,0,0.321919612284676,0,0.0655498779609826,0.365239073557042,0,0.130722225148817,0,0,0,0,0,0,0,0,0,0,0
"742",8,0,1,0,"M",91,"p cover",2011,0,0,0,0,0,0,0,0,0,0,0.0544956255929166,0,0,0.136239063982292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157197568602649,0,0,0,0,0.0363304170619444,0.0118759003548716,0,0,0,0,0.215874354379677,0,0,0,0,0.0272478127964583,0.0454130213274305,0,0,0,0,0.0090826042654861,0,0,0,0,0,0,0,0,0,0.141790520361196,0,0,0,0,0,0,0,0,0.560820069568884,0.0971153508309617,0,0,0,0.384947823337198,0,0.0454130213274305,0,0,0,0,0,0,0,0,0,0.076156846210604,0
"743",8,0,1,0,"M",92,"p cover",2011,0,0,0,0,0,0,0,0,0,0,0.0241013164775699,0,0,0.517746299538437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152869041934775,0,0,0,0,0.00881441228409237,0.00881441228409237,0,0,0.0161168080155825,0,0.0674912651675345,0,0,0,0,0,0.175052863736614,0,0,0,0,0.0176288245681847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375177159834171,0.311122984925309,0.0187997847555384,0,0.0417301410457546,0.332219215873521,0,0.0522687827319373,0,0,0,0,0,0,0.0176288245681847,0,0,0,0
"744",8,0,1,0,"M",93,"p cover",2011,0,0.00808242440075763,0,0,0,0,0,0,0,0,0.0283456338580106,0.0161648488015153,0,0.0932336228855072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121807850564953,0.0242472732022729,0,0,0,0.00808242440075763,0,0,0,0,0,0.092776435242636,0,0,0,0,0.0161648488015153,0.437479589837372,0,0,0,0,0.0445104826595258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252481875775586,0.0691006465939521,0.0364280582587682,0,0.0731990072496898,0.682336228855072,0,0.0971033897198093,0,0,0,0,0,0,0.00808242440075763,0,0,0,0
"745",1,1,1,1,"MF",52,"p cover",2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40235446108416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178153343176545,0.0748128032060747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126423750263657,0.202304366167475,0.0344468466568235,0,0,0,0,0,0,0.716990086479646,0,0.120030056950011,0.148795085425016,0,0.0251661041974267,0.0843044716304577,0,0,0,0,0,0,0,0,0,0
"746",1,1,1,1,"MF",53,"p cover",2011,0,0,0,0,0,0,0,0,0.0095007494523233,0,0,0,0,0.186602098466505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048910411622276,0.21415888389254,0,0,0,0,0,0,0,0,0,0,0,0.00475037472616165,0,0,0,0,0,0,0,0,0,0,0.244805718897729,0.0611322495099735,0.0645682001614205,0,0,0,0,0,0.292171105730428,0,0.254444828778969,0.118851608439986,0,0.116683961720281,0.383419808601407,0,0,0,0,0,0,0,0,0,0
"747",1,1,1,1,"MF",54,"p cover",2011,0,0,0,0,0,0,0,0,0.0250860002732139,0,0,0,0,0.110937247742881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176930814798256,0.151136942240105,0,0,0,0.103933037765607,0,0,0,0,0,0.0250860002732139,0,0,0,0,0,0,0,0,0,0,0,0,0.196080622927611,0.0601443065956311,0,0,0,0,0,0,0.279845509978515,0,0.27075493958248,0.295977546787874,0,0.244874135340213,0.0592128956943979,0,0,0,0,0,0,0,0,0,0
"748",2,1,1,0,"MF",58,"p cover",2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327521619488284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101418622196444,0,0,0,0,0,0,0,0,0,0,0.0137501253777687,0,0,0,0,0,0,0,0,0,0,0,0,0.0563436789980245,0,0,0,0,0,0,0,0.261357045358406,0,0.766614189710737,0.285656347167771,0,0.004238858822452,0.183099512880113,0,0,0,0,0,0,0,0,0,0
"749",2,1,1,0,"MF",59,"p cover",2011,0,0,0,0,0,0,0,0,0,0,0,0.0342891367822116,0,0.574979411544508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0316875046791944,0,0.0893538968331212,0,0,0,0,0,0,0,0,0,0,0.00476341992962492,0,0,0,0,0,0,0,0,0,0,0,0,0.0219922138204687,0,0,0,0,0,0.127358313992663,0,0.380053529984278,0,0.565695889795613,0.0934435127648424,0,0.0309107584038332,0.0454724114696414,0,0,0,0,0,0,0,0,0,0
"750",2,1,1,0,"MF",60,"p cover",2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0.430562994316498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00516351118760757,0,0.119748740321666,0,0,0,0,0,0.0107846145046305,0,0,0,0,0.0525502961349065,0,0.219264628648387,0,0,0,0,0,0,0,0,0,0,0.0520927040054911,0,0,0,0,0,0,0,0.446859514016359,0,0.532366843290295,0.0698347988414599,0,0,0.0607713547326986,0,0,0,0,0,0,0,0,0,0
"751",3,1,1,1,"MF",64,"p cover",2011,0,0,0,0,0,0,0,0,0,0,0,0.00835570469798658,0,0.180671140939597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18244966442953,0,0,0,0,0,0,0,0,0,0.00835570469798658,0.00835570469798658,0,0,0,0,0,0,0,0,0,0,0,0,0.445570469798658,0,0,0,0,0,0,0,0.117114093959732,0,0.263892617449664,0.115335570469799,0,0.0935570469798658,0.333892617449664,0,0,0.24244966442953,0,0,0,0,0,0,0
"752",3,1,1,1,"MF",65,"p cover",2011,0,0,0,0,0,0,0,0,0.0135455950540958,0,0,0.00554559505409583,0,0.319375579598145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102367851622875,0.113279752704791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209199381761978,0,0,0,0,0.268383307573416,0,0,0,0,0,0,0,0.0709119010819165,0,0.378831530139104,0.142367851622875,0,0.138367851622875,0.237823802163833,0,0,0,0,0,0,0,0,0,0
"753",3,1,1,1,"MF",66,"p cover",2011,0,0,0,0,0,0,0,0,0.0154364261168385,0,0,0.0154364261168385,0,0.721278350515464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271821305841924,0,0,0.00743642611683849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330914089347079,0,0,0,0,0,0,0,0.0623642611683849,0,0.0383092783505155,0.0663642611683849,0,0.233910652920962,0.23672852233677,0,0,0,0,0,0,0,0,0,0
"754",4,1,1,0,"MF",70,"p cover",2011,0,0,0,0.0146587265231333,0,0,0,0,0,0,0,0.0221102458390594,0,0.122919529699191,0,0,0,0,0,0.0146587265231333,0,0,0,0,0,0,0,0,0.0465109176973584,0,0,0,0,0.0092533211177279,0,0,0,0,0,0.21759047182776,0,0,0,0,0,0.0352114826691098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0074515193159261,0,0,0,0.122430905481753,0,0,0,0,0,0,0.461291800274851,0,0.542678271491831,0.0863948694457169,0,0.0755840586349061,0.221255153458543,0,0,0,0,0,0,0,0,0,0
"755",4,1,1,0,"MF",71,"p cover",2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144595616024187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246560846560847,0,0,0,0,0,0.0151927437641723,0,0,0,0,0.06432350718065,0,0,0,0,0,0,0,0.180876795162509,0.0408163265306122,0,0,0,0.0315192743764172,0,0,0,0.0114890400604686,0,0,0.00574452003023432,0.337339380196523,0,0.216477702191988,0.227966742252457,0,0,0.477097505668934,0,0,0,0,0,0,0,0,0,0
"756",4,1,1,0,"MF",72,"p cover",2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0.524002276895832,0,0,0,0,0,0.0850462757995488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179168511373938,0,0,0,0,0,0.0314127295342905,0,0,0,0,0,0,0.0116585499546729,0,0,0,0,0,0,0,0,0,0,0,0.00478569772099593,0,0,0,0,0,0,0.645478886007632,0,0.203697847490144,0.0604958573145279,0,0.00478569772099593,0.23989627474543,0,0,0,0.00957139544199186,0,0,0,0,0,0
"757",5,1,1,1,"MF",76,"p cover",2011,0,0,0,0,0,0,0,0,0,0,0,0.0172442941673711,0,0.246914623837701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138757396449704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131614539306847,0,0,0,0,0.360143702451395,0.357100591715976,0,0,0,0,0,0,0.12345731191885,0,0.359171597633136,0.202028740490279,0,0.0362214708368555,0.027345731191885,0,0,0,0,0,0,0,0,0,0
"758",5,1,1,1,"MF",77,"p cover",2011,0,0,0,0,0,0,0,0,0,0,0,0.0102661217980664,0,0.565334396491578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016595235722117,0,0,0,0,0,0,0,0,0.00393700787401575,0,0.193361905711153,0,0,0,0,0,0,0,0,0,0.0229243496461676,0.0576597229143825,0,0,0,0,0,0,0,0,0,0,0,0,0.332552576497558,0,0,0,0,0,0,0,0.290391707365693,0,0.186335094189176,0.166650054819097,0,0.0963321040566132,0.0576597229143825,0,0,0,0,0,0,0,0,0,0
"759",5,1,1,1,"MF",78,"p cover",2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105140746314601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228717036631665,0,0,0,0,0,0,0,0,0,0,0.0147244929370318,0,0,0,0,0,0,0,0.0840886547867428,0,0,0,0,0.360023258200226,0.302903854704655,0,0,0,0,0,0,0.163628279235216,0,0.279354926976092,0.155094571946506,0,0.220867394055478,0.0854567842117864,0,0,0,0,0,0,0,0,0,0
"760",6,1,1,0,"MF",82,"p cover",2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0369698435736172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0689001773907434,0.0360828898564748,0,0,0,0,0.0105628124496049,0,0,0,0,0,0,0,0,0,0,0,0,0.330591840025802,0,0,0,0,0.0917593936461861,0.0148363167231092,0,0,0,0,0,0,0.105749072730205,0,0.877721335268505,0.166868247056926,0,0,0.259958071278826,0,0,0,0,0,0,0,0,0,0
"761",6,1,1,0,"MF",83,"p cover",2011,0,0,0,0,0,0,0,0,0,0,0.0100603465057427,0.0466653688923496,0,0.534537667899552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0933307377846992,0,0,0,0,0,0.0115553825189799,0,0,0,0,0.00577769125948997,0,0.043029005255986,0,0,0,0,0,0.11090519758614,0,0,0,0,0.0751489196028811,0,0,0,0,0,0,0,0.158785283239245,0,0.327872299007203,0.346054117189021,0,0.00577769125948997,0.201611835701771,0,0,0.0288884562974499,0,0,0,0,0,0,0
"762",6,1,1,0,"MF",84,"p cover",2011,0,0,0,0,0,0,0,0,0,0,0,0.0154231733179102,0,0.655292076344708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0385579332947754,0,0,0,0,0,0.154424522845575,0,0,0,0,0.0113745903219587,0.0385579332947754,0,0,0,0,0.00771158665895508,0,0,0,0,0,0,0,0,0.00404858299595142,0,0,0,0.0514748409485252,0.00771158665895508,0,0,0,0,0,0,0.0697898592635435,0,0.54848660111818,0.205706574127627,0,0,0.180065548486601,0,0,0.0113745903219587,0,0,0,0,0,0,0
"763",7,1,1,1,"MF",88,"p cover",2011,0,0,0,0,0,0,0,0,0,0,0,0.0135112663174524,0.279911864970483,0.715099359773842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179886921094205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236052215847676,0,0,0,0,0,0,0,0,0,0,0.287769185998171,0,0.10879687370084,0.178972312297331,0,0,0,0,0,0,0,0,0,0
"764",7,1,1,1,"MF",89,"p cover",2011,0,0,0,0,0,0,0,0,0,0,0,0.0123895934288758,0.135606763583875,0.662430834793965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0289720589751521,0,0,0.00419287211740042,0,0.218235556930268,0,0,0,0,0,0.0289720589751521,0,0,0,0.0102931573701756,0,0,0,0,0,0,0,0,0.00628930817610063,0,0,0,0,0,0,0,0,0,0,0,0,0.0915816063511702,0,0.171357871945561,0.287435130769495,0,0.132470701446885,0.209772485135925,0,0,0,0,0,0,0,0,0,0
"765",7,1,1,1,"MF",90,"p cover",2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46031984007996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230634682658671,0,0.188855572213893,0,0,0,0,0,0.0274862568715642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0992503748125937,0,0,0,0,0,0,0,0.200574712643678,0,0.258420789605197,0.271089455272364,0,0.0809095452273863,0.378460769615192,0,0,0,0,0.0115692153923038,0,0,0,0,0
"766",8,1,1,0,"MF",94,"p cover",2011,0,0,0,0,0,0,0,0,0,0,0.170798135069012,0,0,0.642154826201357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130314360891843,0,0,0,0,0.0372293772792319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14838665004847,0.117712228223238,0,0.110580252042653,0.545907769007063,0,0,0,0.0235424456446476,0,0.0635184415824216,0,0.00985551401006324,0,0
"767",8,1,1,0,"MF",95,"p cover",2011,0,0,0,0,0,0,0,0,0,0,0.015608091234496,0.0209689503038375,0,0.576000998917839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0394988762174311,0,0,0,0,0.0751102971780571,0,0,0,0,0,0.0497377840672605,0,0,0,0,0.0234079746940814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292599683676018,0,0.254058103720969,0.206301506701074,0.0551069674519271,0.0643719304087239,0.472529759427287,0,0,0,0.118038791309415,0,0,0,0,0,0
"768",8,1,1,0,"MF",96,"p cover",2011,0,0,0,0,0,0,0,0,0.12287784679089,0,0,0.0216356107660455,0,0.388612836438923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216356107660455,0.0216356107660455,0,0,0,0,0.0129399585921325,0,0,0,0,0.0100414078674948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33944099378882,0,0,0,0.352070393374741,0.215320910973085,0.0100414078674948,0.201242236024845,0.243685300207039,0,0,0.017184265010352,0.0216356107660455,0,0,0,0,0,0
"769",1,0,0,1,"C",1,"p cover",2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197773802424965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205724508050089,0,0.119161200556549,1.01649771417213,0,0.0197773802424965,0,0,0,0,0,0.0718545020870602,0,0,0,0.364738620552574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182468694096601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"770",1,0,0,1,"C",2,"p cover",2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300619283927326,0,0,0,0,0,0,0,0.38147479801501,0,0.270987983431079,0.525427551982939,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330517163597588,0,0,0,0,0,0,0,0,0.0438625271705697,0,0,0.241131115941435,0,0,0.0877250543411393,0,0.0286880203420416,0,0.0601238567854653,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"771",1,0,0,1,"C",3,"p cover",2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0959342165372316,0,0,0,0,0,0,0,0.156540277143292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0050251256281407,0,0.372468402619156,0.186234201309578,0,0,0,0,0,0,0,0,0.0403532815593117,0.0453784071874524,0,0.221714633774935,0,0.191411603471905,0.392416628597533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226892035937262,0,0.0656311862342013,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"772",2,0,0,0,"C",7,"p cover",2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234291799787007,0,0,0,0,0,0,0.499237256425755,0.27027027027027,0,0,0,0.0810810810810811,0,0,0,0,0,0.00319488817891374,0,0.108108108108108,0,0.00212992545260916,0,0,0,0.00106496272630458,0,0,0.399361022364217,0,0,0.027027027027027,0.124082549002677,0.0638977635782748,0,0,0,0.00212992545260916,0.146849725124486,0,0.0372736954206603,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"773",2,0,0,0,"C",8,"p cover",2013,0,0,0,0,0,0,0,0,0,0,0,0.00434782608695652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.683518705763397,0,0.00434782608695652,0,0,0,0,0.29474216380182,0,0,0,0,0,0,0,0,0,0.173913043478261,0.0682507583417594,0,0.0869565217391304,0,0,0.0130434782608696,0,0,0.0116279069767442,0,0,0,0,0,0,0.0682507583417594,0.108695652173913,0,0,0.0869565217391304,0.0348837209302326,0.0813953488372093,0,0.27906976744186,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"774",2,0,0,0,"C",9,"p cover",2013,0,0,0,0,0,0,0,0,0,0,0,0.0303050397877984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.531100795755968,0,0.025,0,0,0,0,0.15762599469496,0,0,0,0,0,0,0,0,0,0.1,0.154575596816976,0,0.15,0,0.26525198938992,0.075,0,0.0397877984084881,0.026525198938992,0,0,0.106100795755968,0,0,0,0.13262599469496,0.025,0,0,0.075,0,0,0,0.106100795755968,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"775",3,0,0,1,"C",13,"p cover",2013,0,0,0,0,0,0,0,0,0,0,0,0.0232558139534884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0930232558139535,0,0,0,0,0,0,0.367533059735522,0.352941176470588,0,0,0,0,0,0,0,0,0,0.135886912904697,0,0.156862745098039,0,0.319653442772458,0,0,0.0697674418604651,0,0,0,0,0.0196078431372549,0,0.0196078431372549,0.0930232558139535,0,0,0,0,0,0,0,0.348837209302326,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"776",3,0,0,1,"C",14,"p cover",2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.607782754759238,0.265957446808511,0,0,0,0.0263157894736842,0,0,0,0,0,0.0263157894736842,0,0.620800671892497,0,0,0,0,0,0,0,0,0,0.159574468085106,0.0797872340425532,0.0789473684210526,0,0,0,0,0,0,0.131858902575588,0,0.00265957446808511,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"777",3,0,0,1,"C",15,"p cover",2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.675909361955874,0.341085271317829,0,0,0,0,0,0,0,0,0.0193798449612403,0.0963029218843172,0,0.398926654740608,0,0.0256410256410256,0,0,0,0.0775193798449612,0,0,0,0.219439475253429,0.0387596899224806,0.0256410256410256,0,0,0,0,0,0,0.0775193798449612,0,0.00387596899224806,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"778",4,0,0,0,"C",19,"p cover",2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238095238095238,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0.357142857142857,0,0.357142857142857,0,0,0,0,0,0.357142857142857,0,0,0.0714285714285714,0,0,0,0,0,0,0,0.0595238095238095,0,0.226190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"779",4,0,0,0,"C",20,"p cover",2013,0,0,0,0,0,0,0,0,0,0.00542005420054201,0,0.00542005420054201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002710027100271,0,0,0,0.0813008130081301,0,0.407366346390737,0.0725548164572555,0,0,0,0,0,0,0,0.013550135501355,0.0681818181818182,0.104028085735403,0,0.58130081300813,0,0.021680216802168,0,0,0,0.0454545454545455,0,0.2710027100271,0,0,0.0227272727272727,0,0,0,0,0,0,0.016260162601626,0.177014042867701,0,0.104028085735403,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"780",4,0,0,0,"C",21,"p cover",2013,0,0,0,0,0,0,0,0,0,0,0,0.0165016501650165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033003300330033,0,0,0,0,0,0.151720886374352,0.0285714285714286,0,0,0,0,0.0066006600660066,0,0,0,0,0.116501650165017,0,0.174870344177275,0,0.165016501650165,0,0,0,0,0,0.33003300330033,0,0,0,0,0,0,0,0,0.066006600660066,0,0.275860443187176,0,0.665016501650165,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"781",5,0,0,1,"C",25,"p cover",2013,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0.521290322580645,0.28,0,0,0,0,0,0,0,0,0,0.02,0,0.313548387096774,0.04,0.0645161290322581,0,0,0,0.012,0,0.0645161290322581,0,0,0.02,0,0,0,0,0,0,0,0.189032258064516,0,0.387096774193548,0.02,0,0.02,0,0,0,0,0,0,0,0,0,0,0
"782",5,0,0,1,"C",26,"p cover",2013,0,0,0,0,0,0,0,0,0,0.0114942528735632,0,0.0311185870479394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114942528735632,0,0,0,0.114942528735632,0,0.330529857022708,0,0,0,0,0.0040650406504065,0,0,0,0,0,0.104289318755257,0,0.431314830389683,0,0.0689655172413793,0,0,0,0,0,0.0114942528735632,0,0,0.121951219512195,0.0203252032520325,0,0,0,0,0,0.0574712643678161,0.259882253994954,0,0.367816091954023,0.040650406504065,0,0.0121951219512195,0,0,0,0,0,0,0,0,0,0,0
