"","BLOCK","Fertilizer","Mowing","Ditch","treatment","QUADRAT..","DATA.TYPE","Year","alpha","H","D1","J"
"554",7,0,0,1,"C",38,"p cover",2009,8,1.54075342019877,0.728315299200917,0.74094577285116
"555",7,0,0,1,"C",39,"p cover",2009,7,1.60627510025959,0.757829392050199,0.825462111413211
"556",7,1,0,1,"F",40,"p cover",2009,5,1.38774108544513,0.720729810054722,0.862252016510734
"557",7,1,0,1,"F",41,"p cover",2009,6,1.62528452141249,0.78395025972889,0.907088562569569
"558",7,1,0,1,"F",42,"p cover",2009,9,1.96254775072581,0.83744665022538,0.893193973419451
"559",7,0,1,1,"M",85,"p cover",2009,17,2.25663875927052,0.849071673454599,0.796494469435105
"560",7,0,1,1,"M",86,"p cover",2009,13,2.00739377604238,0.81480622938228,0.782625111175311
"561",7,0,1,1,"M",87,"p cover",2009,16,2.12435786364624,0.848207194051742,0.766200138738976
"562",7,1,1,1,"MF",88,"p cover",2009,10,2.05062607998403,0.84144870637815,0.890575590983959
"563",7,1,1,1,"MF",89,"p cover",2009,15,2.19418856815952,0.866090026594284,0.810246636959116
"564",7,1,1,1,"MF",90,"p cover",2009,10,1.92093539696919,0.806411601235849,0.834251642996351
"565",8,0,0,0,"C",43,"p cover",2009,11,1.68972669488344,0.708387596912172,0.704670764420627
"566",8,0,0,0,"C",44,"p cover",2009,13,1.84937458921691,0.795493301476182,0.721017974034072
"567",8,0,0,0,"C",45,"p cover",2009,NA,NA,NA,NA
"568",8,1,0,0,"F",46,"p cover",2009,16,2.56441447210715,0.911583917464097,0.924917010423217
"569",8,1,0,0,"F",47,"p cover",2009,15,2.38717219802528,0.888807880603765,0.881509580972196
"570",8,1,0,0,"F",48,"p cover",2009,16,2.47464239249138,0.901760002101389,0.892538576905228
"571",8,0,1,0,"M",91,"p cover",2009,21,2.55877443012101,0.896890515281563,0.840451822071103
"572",8,0,1,0,"M",92,"p cover",2009,18,2.33804136023459,0.871750909964626,0.808906796797793
"573",8,0,1,0,"M",93,"p cover",2009,21,2.25900558617746,0.846612125109437,0.741990125671946
"574",8,1,1,0,"MF",94,"p cover",2009,20,2.43094468090428,0.883212475662983,0.811469269922551
"575",8,1,1,0,"MF",95,"p cover",2009,16,2.48456916231441,0.90679189327165,0.896118902304162
"576",8,1,1,0,"MF",96,"p cover",2009,14,2.16682242093507,0.84275303839893,0.821059245897838
"577",1,0,0,1,"C",1,"p cover",2010,10,1.7335250332507,0.768173371922476,0.752860356181929
"578",1,0,0,1,"C",2,"p cover",2010,12,1.64081169231773,0.728134885832948,0.66031120020453
"579",1,0,0,1,"C",3,"p cover",2010,17,2.14420285853368,0.842362945511502,0.756809529727789
"580",1,1,0,1,"F",4,"p cover",2010,4,1.24684073273266,0.68505829779741,0.899405470945884
"581",1,1,0,1,"F",5,"p cover",2010,7,1.78470033092007,0.828194148956783,0.917154541686569
"582",1,1,0,1,"F",6,"p cover",2010,10,1.54985856536267,0.639177317986017,0.673095022667498
"583",1,0,1,1,"M",49,"p cover",2010,16,2.22029046572048,0.865798661166309,0.800800511056995
"584",1,0,1,1,"M",50,"p cover",2010,13,2.06163467315456,0.814762880848365,0.803772077275984
"585",1,0,1,1,"M",51,"p cover",2010,18,2.39978989525305,0.889316049291513,0.830270323773091
"586",1,1,1,1,"MF",52,"p cover",2010,10,1.79561314724144,0.772476580026567,0.779824881479889
"587",1,1,1,1,"MF",53,"p cover",2010,12,2.01719389941186,0.829710471398337,0.811778542901786
"588",1,1,1,1,"MF",54,"p cover",2010,12,2.25280964106478,0.87514098988179,0.906597292601305
"589",2,0,0,0,"C",7,"p cover",2010,11,2.03661986215566,0.835668667588153,0.849336451536892
"590",2,0,0,0,"C",8,"p cover",2010,10,1.78033208623532,0.792605288255011,0.773188401007304
"591",2,0,0,0,"C",9,"p cover",2010,11,2.05031942513912,0.844372209036417,0.855049613049355
"592",2,1,0,0,"F",10,"p cover",2010,10,1.91775384685653,0.81288990977701,0.832869913338525
"593",2,1,0,0,"F",11,"p cover",2010,11,1.70160248039081,0.766955434121031,0.709623351650808
"594",2,1,0,0,"F",12,"p cover",2010,6,1.5481695500867,0.750269442807845,0.86404987760645
"595",2,0,1,0,"M",55,"p cover",2010,17,2.40417422140385,0.887566829427105,0.848568014282282
"596",2,0,1,0,"M",56,"p cover",2010,16,2.21159121981448,0.839438598253378,0.797662921324982
"597",2,0,1,0,"M",57,"p cover",2010,13,1.80845195451257,0.711115701031562,0.705063415482929
"598",2,1,1,0,"MF",58,"p cover",2010,10,1.42527558931709,0.626068213252585,0.618989323631817
"599",2,1,1,0,"MF",59,"p cover",2010,11,1.81827749256507,0.793260364350557,0.758280610997292
"600",2,1,1,0,"MF",60,"p cover",2010,12,1.93355096459293,0.813940335255088,0.778118149733269
"601",3,0,0,1,"C",13,"p cover",2010,10,1.83396863694913,0.784586286134929,0.796482459010636
"602",3,0,0,1,"C",14,"p cover",2010,18,2.58261913691292,0.911018560434586,0.893524900337646
"603",3,0,0,1,"C",15,"p cover",2010,9,1.92466677223777,0.833117235853294,0.875953597138038
"604",3,1,0,1,"F",16,"p cover",2010,6,1.58947388107477,0.773122918940093,0.887102263653485
"605",3,1,0,1,"F",17,"p cover",2010,11,1.60904307355717,0.698372866204579,0.671023080870166
"606",3,1,0,1,"F",18,"p cover",2010,7,1.44771805182214,0.727476659930214,0.743979907050161
"607",3,0,1,1,"M",61,"p cover",2010,13,2.06123159723006,0.839345025467276,0.80361492956337
"608",3,0,1,1,"M",62,"p cover",2010,12,1.65956748295927,0.738653592852221,0.667859085612273
"609",3,0,1,1,"M",63,"p cover",2010,10,1.80997663361998,0.78727244971954,0.786062864354983
"610",3,1,1,1,"MF",64,"p cover",2010,12,2.25118849620682,0.884769507697268,0.905944895917472
"611",3,1,1,1,"MF",65,"p cover",2010,11,2.13014018105401,0.858742153607299,0.888337453773833
"612",3,1,1,1,"MF",66,"p cover",2010,12,2.10316300109572,0.842073280389056,0.846375054481485
"613",4,0,0,0,"C",19,"p cover",2010,12,2.15469441418636,0.856356982375407,0.867112820664786
"614",4,0,0,0,"C",20,"p cover",2010,11,1.70654621534878,0.772637889726619,0.7116850492629
"615",4,0,0,0,"C",21,"p cover",2010,11,2.0768069493588,0.849551714629583,0.866095768617592
"616",4,1,0,0,"F",22,"p cover",2010,8,1.40520409264746,0.654190042220929,0.67576032529979
"617",4,1,0,0,"F",23,"p cover",2010,11,1.94436412313662,0.810712355670056,0.810862820071171
"618",4,1,0,0,"F",24,"p cover",2010,15,2.41127613503217,0.886980842190784,0.89041042667922
"619",4,0,1,0,"M",67,"p cover",2010,19,2.4657253075832,0.886532145273754,0.83741769655598
"620",4,0,1,0,"M",68,"p cover",2010,20,2.29131954786838,0.820397512238667,0.764861255491989
"621",4,0,1,0,"M",69,"p cover",2010,20,2.60044258139079,0.901296308743703,0.868049059105588
"622",4,1,1,0,"MF",70,"p cover",2010,12,2.13236617940918,0.862421478955307,0.85812727797686
"623",4,1,1,0,"MF",71,"p cover",2010,16,2.29652049861851,0.876116560174249,0.828294683664193
"624",4,1,1,0,"MF",72,"p cover",2010,14,2.0200456705961,0.804449970803082,0.765442132661287
"625",5,0,0,1,"C",25,"p cover",2010,14,2.15449135542698,0.85851077649333,0.816386719321886
"626",5,0,0,1,"C",26,"p cover",2010,9,1.95373476960582,0.83638602160146,0.889183012859984
"627",5,0,0,1,"C",27,"p cover",2010,6,1.08798211512306,0.519139323418786,0.607214379947881
"628",5,1,0,1,"F",28,"p cover",2010,7,1.66991958587909,0.783702366252628,0.858168907074045
"629",5,1,0,1,"F",29,"p cover",2010,6,1.41854389558272,0.723276331432539,0.791704422354117
"630",5,1,0,1,"F",30,"p cover",2010,6,1.41066717083113,0.702086988807196,0.787308338567838
"631",5,0,1,1,"M",73,"p cover",2010,22,2.74022338036807,0.924506878422492,0.886504608628363
"632",5,0,1,1,"M",74,"p cover",2010,13,1.82250241613943,0.722321028087648,0.710541286453747
"633",5,0,1,1,"M",75,"p cover",2010,13,2.17940920960952,0.858439840188909,0.849688982462573
"634",5,1,1,1,"MF",76,"p cover",2010,9,1.99713897901776,0.842136013301224,0.908937119863719
"635",5,1,1,1,"MF",77,"p cover",2010,14,2.12624807721487,0.83309045351547,0.805684686480399
"636",5,1,1,1,"MF",78,"p cover",2010,11,2.1564489364118,0.870157492080569,0.899309056936086
"637",6,0,0,0,"C",31,"p cover",2010,11,2.09715738824098,0.851114010363911,0.874582560811164
"638",6,0,0,0,"C",32,"p cover",2010,12,2.0839087655469,0.842914406171374,0.838626580086899
"639",6,0,0,0,"C",33,"p cover",2010,9,1.79735977685225,0.788617347323287,0.81801368662609
"640",6,1,0,0,"F",34,"p cover",2010,16,2.33422343941746,0.877054581577299,0.841893145093587
"641",6,1,0,0,"F",35,"p cover",2010,15,2.25967219352588,0.866394783056118,0.834427734244427
"642",6,1,0,0,"F",36,"p cover",2010,13,2.27252280802743,0.879644562999441,0.885991297027591
"643",6,0,1,0,"M",79,"p cover",2010,16,2.08516313611323,0.835295328774356,0.752063628978757
"644",6,0,1,0,"M",80,"p cover",2010,18,2.21443839018091,0.853083871069129,0.766143103955854
"645",6,0,1,0,"M",81,"p cover",2010,22,2.54247580179094,0.89992609174566,0.82253021113593
"646",6,1,1,0,"MF",82,"p cover",2010,12,1.57644346543203,0.676275256246784,0.634407520124156
"647",6,1,1,0,"MF",83,"p cover",2010,15,2.22500229807993,0.869651868713485,0.821625203688736
"648",6,1,1,0,"MF",84,"p cover",2010,15,1.94863672367544,0.751377033877498,0.719571861290577
"649",7,0,0,1,"C",37,"p cover",2010,12,2.01746065500689,0.827786045254742,0.811885893250359
"650",7,0,0,1,"C",38,"p cover",2010,7,1.69728938940604,0.792554805637738,0.87223420373753
"651",7,0,0,1,"C",39,"p cover",2010,7,1.39725912149968,0.671729754290308,0.718049146399699
"652",7,1,0,1,"F",40,"p cover",2010,6,1.66979684203376,0.799405056140103,0.931931361720757
"653",7,1,0,1,"F",41,"p cover",2010,6,1.52818537329801,0.755658186495574,0.852896496177802
"654",7,1,0,1,"F",42,"p cover",2010,8,1.8569108145938,0.824861304761089,0.892985341195852
"655",7,0,1,1,"M",85,"p cover",2010,17,2.43049866382012,0.886739600798913,0.85785938744043
"656",7,0,1,1,"M",86,"p cover",2010,16,2.08483491578258,0.839332599244288,0.751945248517923
"657",7,0,1,1,"M",87,"p cover",2010,15,2.17385381798501,0.85105285781079,0.802737636510661
"658",7,1,1,1,"MF",88,"p cover",2010,11,2.16062515449976,0.867856398518163,0.901050675152415
"659",7,1,1,1,"MF",89,"p cover",2010,11,1.95394983026202,0.821952177275144,0.814860370437172
"660",7,1,1,1,"MF",90,"p cover",2010,13,2.1107517917645,0.860047267655759,0.822921429471595
"661",8,0,0,0,"C",43,"p cover",2010,8,1.78983114902391,0.792094838921762,0.860726840908461
"662",8,0,0,0,"C",44,"p cover",2010,15,2.04608764246219,0.822216559870135,0.755557500975944
"663",8,0,0,0,"C",45,"p cover",2010,18,2.3864020654663,0.881874125336409,0.82563845254401
"664",8,1,0,0,"F",46,"p cover",2010,15,2.38030557604137,0.89224154908241,0.878973947777098
"665",8,1,0,0,"F",47,"p cover",2010,15,2.45610624592982,0.898303125,0.906964813625005
"666",8,1,0,0,"F",48,"p cover",2010,13,2.13043912815452,0.853598547926115,0.830596955825655
"667",8,0,1,0,"M",91,"p cover",2010,20,2.49673215914921,0.877107619122361,0.833429669663776
"668",8,0,1,0,"M",92,"p cover",2010,18,2.49131567351206,0.888218528065508,0.861936069886536
"669",8,0,1,0,"M",93,"p cover",2010,19,2.26087956337619,0.828119114141757,0.767847314674607
"670",8,1,1,0,"MF",94,"p cover",2010,14,2.12927305087992,0.831159488526162,0.806830919126089
"671",8,1,1,0,"MF",95,"p cover",2010,16,2.58653174739007,0.915921320763228,0.932894131265379
"672",8,1,1,0,"MF",96,"p cover",2010,10,2.00682042156529,0.840400759508552,0.871551035256562
"673",1,0,0,1,"C",1,"p cover",2011,10,1.89085421322917,0.818402442524942,0.821187550888945
"674",1,0,0,1,"C",2,"p cover",2011,8,1.54116465264315,0.680587342106024,0.741143533853878
"675",1,0,0,1,"C",3,"p cover",2011,12,2.11822671215819,0.84638627410805,0.852437137764875
"676",1,1,0,1,"F",4,"p cover",2011,8,1.509115910431,0.709625074015554,0.725731346701812
"677",1,1,0,1,"F",5,"p cover",2011,7,1.42179381264621,0.671543431977194,0.730657483510457
"678",1,1,0,1,"F",6,"p cover",2011,6,1.23515727742956,0.618712817739319,0.689354401995546
"679",1,0,1,1,"M",49,"p cover",2011,13,2.16421956080387,0.870883397181622,0.843766975167785
"680",1,0,1,1,"M",50,"p cover",2011,16,2.30272311941168,0.8747703462442,0.830531806228901
"681",1,0,1,1,"M",51,"p cover",2011,16,2.25734509888744,0.864867570452421,0.814165144934978
"682",1,1,1,1,"MF",52,"p cover",2011,11,1.91307083055257,0.800034823527575,0.797812503429307
"683",1,1,1,1,"MF",53,"p cover",2011,13,2.25911203866914,0.881029199732431,0.880762823678096
"684",1,1,1,1,"MF",54,"p cover",2011,13,2.35669244811989,0.894181608731268,0.91880661942279
"685",2,0,0,0,"C",7,"p cover",2011,10,1.58355856046755,0.727955523895831,0.687730744581713
"686",2,0,0,0,"C",8,"p cover",2011,10,1.84978656816944,0.810979896611938,0.80335209925474
"687",2,0,0,0,"C",9,"p cover",2011,12,2.15410356754152,0.862145945121873,0.866875046483253
"688",2,1,0,0,"F",10,"p cover",2011,13,2.10987921829988,0.84521352578634,0.822581238168371
"689",2,1,0,0,"F",11,"p cover",2011,9,1.71605424306612,0.756281637798652,0.781009943529106
"690",2,1,0,0,"F",12,"p cover",2011,9,1.35725566547817,0.637482034166008,0.617713673639869
"691",2,0,1,0,"M",55,"p cover",2011,14,2.22242806489162,0.871214437772815,0.842129513425775
"692",2,0,1,0,"M",56,"p cover",2011,17,2.1400291237,0.848602404314715,0.755336384458854
"693",2,0,1,0,"M",57,"p cover",2011,13,1.88195302572452,0.780161871482518,0.733719369643632
"694",2,1,1,0,"MF",58,"p cover",2011,9,1.72567704559056,0.7769831016215,0.785389469693017
"695",2,1,1,0,"MF",59,"p cover",2011,12,1.83833314472329,0.79157519903311,0.739799680153026
"696",2,1,1,0,"MF",60,"p cover",2011,11,1.88620250643914,0.813728169690229,0.786607541970722
"697",3,0,0,1,"C",13,"p cover",2011,13,1.82374568435549,0.773499443916191,0.711026000981321
"698",3,0,0,1,"C",14,"p cover",2011,15,2.19207841541877,0.847658684487504,0.809467422179458
"699",3,0,0,1,"C",15,"p cover",2011,6,1.58641466638237,0.763611111111111,0.885394883424752
"700",3,1,0,1,"F",16,"p cover",2011,7,1.49275639956864,0.701865094076226,0.767125039300162
"701",3,1,0,1,"F",17,"p cover",2011,11,1.83124986031796,0.754884835444276,0.763690508543716
"702",3,1,0,1,"F",18,"p cover",2011,10,1.90094812587051,0.814406090001748,0.825571281449893
"703",3,0,1,1,"M",61,"p cover",2011,14,1.97665731991237,0.805865997706014,0.749001280771928
"704",3,0,1,1,"M",62,"p cover",2011,11,1.72467482266546,0.753088174280451,0.719245265725365
"705",3,0,1,1,"M",63,"p cover",2011,11,1.81227869018086,0.772853614705886,0.755778916093326
"706",3,1,1,1,"MF",64,"p cover",2011,12,2.13463440793459,0.864912800662132,0.859040080284991
"707",3,1,1,1,"MF",65,"p cover",2011,12,2.22318228411275,0.87854082187435,0.894674367064222
"708",3,1,1,1,"MF",66,"p cover",2011,11,1.8330809948683,0.793829753356715,0.764454150964265
"709",4,0,0,0,"C",19,"p cover",2011,7,1.81179670085441,0.827949823614242,0.931079321280064
"710",4,0,0,0,"C",20,"p cover",2011,12,1.75621461399346,0.773388259478364,0.706752752319001
"711",4,0,0,0,"C",21,"p cover",2011,8,1.80314374977346,0.815855681362558,0.8671288486027
"712",4,1,0,0,"F",22,"p cover",2011,3,0.828668954533443,0.4839805203127,0.754286988304191
"713",4,1,0,0,"F",23,"p cover",2011,9,1.59713465525123,0.724877866469168,0.726887306707401
"714",4,1,0,0,"F",24,"p cover",2011,15,2.32403342020445,0.878838109647561,0.858194364069964
"715",4,0,1,0,"M",67,"p cover",2011,16,2.32683900911646,0.865634120656982,0.839229774849828
"716",4,0,1,0,"M",68,"p cover",2011,15,2.12901757233116,0.835457475261952,0.786180984187304
"717",4,0,1,0,"M",69,"p cover",2011,16,2.37551626513366,0.878595439920862,0.856786383814852
"718",4,1,1,0,"MF",70,"p cover",2011,15,2.10526242569016,0.83716806723414,0.777408936080022
"719",4,1,1,0,"MF",71,"p cover",2011,13,2.1344905970101,0.859534838878862,0.832176507033477
"720",4,1,1,0,"MF",72,"p cover",2011,12,1.80883918897455,0.791370378447508,0.727930439209405
"721",5,0,0,1,"C",25,"p cover",2011,11,1.91552492010117,0.804322249492108,0.79883593826253
"722",5,0,0,1,"C",26,"p cover",2011,8,1.79440971764265,0.814144448311869,0.862928666988674
"723",5,0,0,1,"C",27,"p cover",2011,7,1.2109530780334,0.612341946899064,0.622306779488912
"724",5,1,0,1,"F",28,"p cover",2011,9,1.99682980620971,0.844237460978148,0.908796409254872
"725",5,1,0,1,"F",29,"p cover",2011,8,1.69336658391287,0.762948296513052,0.814337191006063
"726",5,1,0,1,"F",30,"p cover",2011,7,1.32319907055748,0.62756999173368,0.679989808984684
"727",5,0,1,1,"M",73,"p cover",2011,14,2.31541365523064,0.88256001999484,0.877363909168353
"728",5,0,1,1,"M",74,"p cover",2011,11,1.72565221413218,0.736113603334602,0.719652869626088
"729",5,0,1,1,"M",75,"p cover",2011,11,2.02414258724558,0.849333897002119,0.844133023742687
"730",5,1,1,1,"MF",76,"p cover",2011,11,2.12294643241948,0.864453535361836,0.885337427577468
"731",5,1,1,1,"MF",77,"p cover",2011,13,2.07058722304887,0.842186410778846,0.807262419051452
"732",5,1,1,1,"MF",78,"p cover",2011,11,2.22283125295444,0.880756438364863,0.926992633152146
"733",6,0,0,0,"C",31,"p cover",2011,12,2.07262893782082,0.849012252363435,0.834087243477594
"734",6,0,0,0,"C",32,"p cover",2011,9,2.05224118315133,0.855603294102512,0.934015213701704
"735",6,0,0,0,"C",33,"p cover",2011,5,1.59150434067644,0.792696189211103,0.988857245365535
"736",6,1,0,0,"F",34,"p cover",2011,9,1.84285396035608,0.804179724596391,0.838718981830359
"737",6,1,0,0,"F",35,"p cover",2011,16,2.16415843940211,0.845290611849208,0.780555162055855
"738",6,1,0,0,"F",36,"p cover",2011,10,1.81158672666752,0.804089147554747,0.786762118880878
"739",6,0,1,0,"M",79,"p cover",2011,14,1.94162586396278,0.811911907136798,0.735727050024279
"740",6,0,1,0,"M",80,"p cover",2011,15,2.27704676471316,0.873326285284184,0.840843631254093
"741",6,0,1,0,"M",81,"p cover",2011,21,2.61716651755208,0.907147621472098,0.859631213461871
"742",6,1,1,0,"MF",82,"p cover",2011,11,1.75454745657358,0.749385190374718,0.73170312168221
"743",6,1,1,0,"MF",83,"p cover",2011,15,2.13344083161281,0.84733313533496,0.787814358369159
"744",6,1,1,0,"MF",84,"p cover",2011,15,1.88411843011887,0.790010834058199,0.695747231477472
"745",7,0,0,1,"C",37,"p cover",2011,11,2.21314231916805,0.874137113755845,0.922952033924856
"746",7,0,0,1,"C",38,"p cover",2011,6,1.48015392548338,0.754027443564318,0.826089634743819
"747",7,0,0,1,"C",39,"p cover",2011,6,1.15593947203771,0.594661495144513,0.645142102994282
"748",7,1,0,1,"F",40,"p cover",2011,5,1.37172401507031,0.705564303854058,0.852300051137557
"749",7,1,0,1,"F",41,"p cover",2011,8,1.76087036142253,0.808190394721066,0.846799646024213
"750",7,1,0,1,"F",42,"p cover",2011,11,1.96503045074778,0.829162708426557,0.819481348096809
"751",7,0,1,1,"M",85,"p cover",2011,13,1.73863009759851,0.744553849628684,0.677841881182086
"752",7,0,1,1,"M",86,"p cover",2011,13,1.97567676011426,0.799628051545961,0.770259558679762
"753",7,0,1,1,"M",87,"p cover",2011,14,2.23974458145252,0.869405747982277,0.848691142976818
"754",7,1,1,1,"MF",88,"p cover",2011,8,1.79886843132199,0.798835198372189,0.865072855026649
"755",7,1,1,1,"MF",89,"p cover",2011,14,2.04936901910705,0.827812860455852,0.776553429176859
"756",7,1,1,1,"MF",90,"p cover",2011,11,2.06087470909014,0.852721848720817,0.859451508357609
"757",8,0,0,0,"C",43,"p cover",2011,6,1.40691866112729,0.695502473227047,0.785216255468392
"758",8,0,0,0,"C",44,"p cover",2011,11,1.82675690064608,0.807024622960911,0.761816798827178
"759",8,0,0,0,"C",45,"p cover",2011,18,2.42469433843393,0.888259828114476,0.838886669789082
"760",8,1,0,0,"F",46,"p cover",2011,16,2.30805331735156,0.876336205710309,0.832454268762604
"761",8,1,0,0,"F",47,"p cover",2011,13,2.20228584962994,0.865999193235048,0.858607926594496
"762",8,1,0,0,"F",48,"p cover",2011,13,2.22977293736259,0.872200595924644,0.869324351717159
"763",8,0,1,0,"M",91,"p cover",2011,15,2.21219734880377,0.850676497043985,0.816896728097351
"764",8,0,1,0,"M",92,"p cover",2011,16,2.0594057925033,0.835534264417478,0.742773631005631
"765",8,0,1,0,"M",93,"p cover",2011,18,2.0774087108025,0.809213299830056,0.71873408848784
"766",8,1,1,0,"MF",94,"p cover",2011,11,1.88920224461501,0.79732332393541,0.787858529955852
"767",8,1,1,0,"MF",95,"p cover",2011,14,2.06453762926585,0.826239002720554,0.782301167200043
"768",8,1,1,0,"MF",96,"p cover",2011,15,2.14654865922771,0.861481622579719,0.792654677654809
"769",1,0,0,1,"C",1,"p cover",2013,8,1.48555289409758,0.684483996873924,0.714399931097608
"770",1,0,0,1,"C",2,"p cover",2013,10,1.9408377057796,0.830655340442821,0.842895105889847
"771",1,0,0,1,"C",3,"p cover",2013,12,2.2058221324606,0.873397250057849,0.887688128102838
"772",1,1,0,1,"F",4,"p cover",2013,8,1.76836880911668,0.798499281696765,0.850405637125119
"773",1,1,0,1,"F",5,"p cover",2013,7,1.60234525805129,0.764163836962356,0.823442572016586
"774",1,1,0,1,"F",6,"p cover",2013,4,1.06902272371672,0.628331945022907,0.771136891051863
"775",1,0,1,1,"M",49,"p cover",2013,16,2.34240036046802,0.87572431160098,0.844842345955933
"776",1,0,1,1,"M",50,"p cover",2013,19,2.01885090330067,0.787831882729774,0.685648749247368
"777",1,0,1,1,"M",51,"p cover",2013,15,1.99874980612459,0.8087226212856,0.738077087829122
"778",1,1,1,1,"MF",52,"p cover",2013,11,1.76874117236384,0.755216401591885,0.737622360921419
"779",1,1,1,1,"MF",53,"p cover",2013,14,2.18589853575064,0.858818030012168,0.828287628018036
"780",1,1,1,1,"MF",54,"p cover",2013,13,1.67563994480343,0.69393003418258,0.6532838318733
"781",2,0,0,0,"C",7,"p cover",2013,11,1.86062049176799,0.811741300253188,0.775939013214962
"782",2,0,0,0,"C",8,"p cover",2013,11,1.91400644924683,0.789051275992439,0.798202686730834
"783",2,0,0,0,"C",9,"p cover",2013,10,2.04923853870388,0.851296806170429,0.889972989462581
"784",2,1,0,0,"F",10,"p cover",2013,8,1.55912765823831,0.739234494975096,0.749781913551079
"785",2,1,0,0,"F",11,"p cover",2013,7,1.59894871364499,0.771505418937761,0.821697093476403
"786",2,1,0,0,"F",12,"p cover",2013,7,1.53978437113212,0.704180130973148,0.791292635931647
"787",2,0,1,0,"M",55,"p cover",2013,9,1.74689402294216,0.785352625914687,0.79504573222096
"788",2,0,1,0,"M",56,"p cover",2013,18,2.32280776464408,0.869487300617158,0.803636334425992
"789",2,0,1,0,"M",57,"p cover",2013,21,2.27555208246779,0.839750817196097,0.747424966974249
"790",2,1,1,0,"MF",58,"p cover",2013,10,1.65032519657893,0.738801058255464,0.71672712622013
"791",2,1,1,0,"MF",59,"p cover",2013,10,1.56149226659948,0.700843196853293,0.678147474918754
"792",2,1,1,0,"MF",60,"p cover",2013,11,1.66286529098094,0.748882717119764,0.693468688914155
"793",3,0,0,1,"C",13,"p cover",2013,7,1.57184305453907,0.753077446316733,0.807767540193032
"794",3,0,0,1,"C",14,"p cover",2013,7,1.69368115898057,0.787097780582733,0.870379940102995
"795",3,0,0,1,"C",15,"p cover",2013,10,1.83068309406676,0.787214076206283,0.795055565866767
"796",3,1,0,1,"F",16,"p cover",2013,7,1.73185006848273,0.789841730809971,0.889994879426215
"797",3,1,0,1,"F",17,"p cover",2013,13,2.09629055739142,0.842876752781588,0.817283410018694
"798",3,1,0,1,"F",18,"p cover",2013,5,1.46826054788482,0.741634837962963,0.912281571436474
"799",3,0,1,1,"M",61,"p cover",2013,12,2.08220216676202,0.850405461490189,0.83793979421306
"800",3,0,1,1,"M",62,"p cover",2013,14,2.06261600758496,0.811099396953,0.781573020198718
"801",3,0,1,1,"M",63,"p cover",2013,13,1.72451157140172,0.713058648701804,0.672337473792629
"802",3,1,1,1,"MF",64,"p cover",2013,14,1.79912163117122,0.748499126381093,0.681728892730614
"803",3,1,1,1,"MF",65,"p cover",2013,12,1.76039457518942,0.75794252660772,0.708434892449424
"804",3,1,1,1,"MF",66,"p cover",2013,14,2.00315659289759,0.788063566898022,0.759042469603959
"805",4,0,0,0,"C",19,"p cover",2013,6,1.72557868996427,0.812155572426681,0.963063803819438
"806",4,0,0,0,"C",20,"p cover",2013,14,2.22651453180233,0.869428368097601,0.843677970469451
"807",4,0,0,0,"C",21,"p cover",2013,11,2.12774527181242,0.860305535386235,0.887338699045568
"808",4,1,0,0,"F",22,"p cover",2013,5,1.46421313459943,0.733486019803587,0.909766772167662
"809",4,1,0,0,"F",23,"p cover",2013,8,1.76091965475028,0.800919935607642,0.846823351104043
"810",4,1,0,0,"F",24,"p cover",2013,13,2.31267956613565,0.883042430379952,0.901647262316497
"811",4,0,1,0,"M",67,"p cover",2013,18,2.24249100922845,0.858048061608817,0.775848644072247
"812",4,0,1,0,"M",68,"p cover",2013,18,2.18394056368076,0.839972133485891,0.755591580119231
"813",4,0,1,0,"M",69,"p cover",2013,14,2.03724593287746,0.836459449719237,0.771959710770838
"814",4,1,1,0,"MF",70,"p cover",2013,13,1.91535170460485,0.790339107319099,0.746740554168455
"815",4,1,1,0,"MF",71,"p cover",2013,12,1.90877868506727,0.818542485391597,0.768149051084117
"816",4,1,1,0,"MF",72,"p cover",2013,17,1.79968521000535,0.780573979851581,0.635209915900228
"817",5,0,0,1,"C",25,"p cover",2013,12,1.99974569137059,0.823512467279611,0.804756867442564
"818",5,0,0,1,"C",26,"p cover",2013,10,1.97182097267033,0.830760250030584,0.856350967731826
"819",5,0,0,1,"C",27,"p cover",2013,9,1.85636067647097,0.809092187984416,0.844866153245706
"820",5,1,0,1,"F",28,"p cover",2013,9,2.03320466552499,0.852864878125223,0.925351321160772
"821",5,1,0,1,"F",29,"p cover",2013,7,1.60787790762408,0.72718015491453,0.826285791460959
"822",5,1,0,1,"F",30,"p cover",2013,7,1.74207579888697,0.800159327397853,0.895249865330471
"823",5,0,1,1,"M",73,"p cover",2013,20,2.26051922361995,0.855244113599958,0.754579854673788
"824",5,0,1,1,"M",74,"p cover",2013,14,1.78911370292719,0.759237484888134,0.67793665671826
"825",5,0,1,1,"M",75,"p cover",2013,14,2.12885930648334,0.851892834634642,0.806674141782931
"826",5,1,1,1,"MF",76,"p cover",2013,10,1.83316164635819,0.778924248755109,0.796131987450042
"827",5,1,1,1,"MF",77,"p cover",2013,15,2.44986148546862,0.897759524500696,0.904658814844532
"828",5,1,1,1,"MF",78,"p cover",2013,11,1.9372460359253,0.824465399394614,0.807894347139067
"829",6,0,0,0,"C",31,"p cover",2013,10,2.07820376879156,0.854429979191439,0.902552429056717
"830",6,0,0,0,"C",32,"p cover",2013,10,1.85688163848718,0.795972835518184,0.806433449142451
